STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU27_2020,2018,253,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU27_2020,2019,248,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU27_2020,2020,191,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2011,338,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2012,279,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2013,278,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2014,282,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2015,288,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2016,288,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V40-V49,EU28,2017,289,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2012,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2013,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2014,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2015,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2016,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2017,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2018,7,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2019,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU27_2020,2020,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2011,49,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2012,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2013,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2014,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2015,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2016,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V50-V59,EU28,2017,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2012,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2013,29,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2014,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2015,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2017,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2018,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2019,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU27_2020,2020,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2011,45,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2012,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2013,29,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2014,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2015,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V60-V69,EU28,2017,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2012,33,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2013,30,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2014,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2015,10,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2016,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2017,9,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2018,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2019,10,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU27_2020,2020,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2011,55,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2012,36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2013,31,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2014,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2015,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2016,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,F,V70-V79,EU28,2017,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU27_2020,2015,630,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU27_2020,2016,665,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU27_2020,2017,622,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU27_2020,2018,634,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU28,2015,661,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU28,2016,693,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,ACC_TRA_OTH,EU28,2017,653,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU27_2020,2015,2146,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU27_2020,2016,2218,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU27_2020,2017,2084,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU27_2020,2018,2131,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU28,2015,2260,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU28,2016,2331,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V,EU28,2017,2183,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU27_2020,2015,548,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU27_2020,2016,507,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU27_2020,2017,511,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU27_2020,2018,501,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU28,2015,577,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU28,2016,535,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V01-V09,EU28,2017,545,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU27_2020,2015,293,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU27_2020,2016,349,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU27_2020,2017,343,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU27_2020,2018,329,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU28,2015,303,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU28,2016,354,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V10-V19,EU28,2017,349,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU27_2020,2015,96,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU27_2020,2016,107,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU27_2020,2017,98,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU27_2020,2018,109,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU28,2015,99,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU28,2016,108,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V20-V29,EU28,2017,99,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU27_2020,2015,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU27_2020,2016,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU27_2020,2017,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU27_2020,2018,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU28,2015,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU28,2016,26,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V30-V39,EU28,2017,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU27_2020,2015,505,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU27_2020,2016,530,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU27_2020,2017,450,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU27_2020,2018,487,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU28,2015,546,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU28,2016,570,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V40-V49,EU28,2017,471,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU27_2020,2015,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU27_2020,2016,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU27_2020,2017,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU27_2020,2018,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU28,2015,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU28,2016,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V50-V59,EU28,2017,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU27_2020,2015,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU27_2020,2016,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU27_2020,2017,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU27_2020,2018,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU28,2015,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU28,2016,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V60-V69,EU28,2017,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU27_2020,2015,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU27_2020,2016,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU27_2020,2017,10,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU27_2020,2018,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU28,2015,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU28,2016,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,M,V70-V79,EU28,2017,13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2014,960,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2015,918,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2016,1018,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2017,920,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2018,952,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2019,929,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU27_2020,2020,775,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU28,2013,1018,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU28,2014,1003,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU28,2015,965,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU28,2016,1068,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,ACC_TRA_OTH,EU28,2017,964,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2014,3260,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2015,3324,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2016,3407,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2017,3282,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2018,3283,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2019,3168,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU27_2020,2020,2603,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU28,2013,3401,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU28,2014,3453,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU28,2015,3517,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU28,2016,3599,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V,EU28,2017,3439,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2014,1006,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2015,1062,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2016,973,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2017,1029,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2018,962,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2019,863,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU27_2020,2020,679,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU28,2013,1092,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU28,2014,1069,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU28,2015,1109,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU28,2016,1023,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V01-V09,EU28,2017,1079,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2014,417,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2015,388,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2016,443,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2017,437,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2018,419,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2019,430,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU27_2020,2020,419,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU28,2013,373,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU28,2014,427,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU28,2015,400,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU28,2016,448,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V10-V19,EU28,2017,444,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2014,87,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2015,105,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2016,113,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2017,102,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2018,116,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2019,103,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU27_2020,2020,80,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU28,2013,162,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU28,2014,87,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU28,2015,108,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU28,2016,117,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V20-V29,EU28,2017,103,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2014,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2015,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2016,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2017,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2018,32,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2019,30,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU27_2020,2020,30,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU28,2013,129,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU28,2014,25,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU28,2015,24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU28,2016,33,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V30-V39,EU28,2017,27,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2014,715,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2015,755,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2016,789,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2017,716,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2018,740,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2019,747,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU27_2020,2020,583,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU28,2013,836,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU28,2014,785,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU28,2015,835,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU28,2016,858,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V40-V49,EU28,2017,760,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2014,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2015,16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2016,13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2017,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2018,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2019,10,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU27_2020,2020,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU28,2013,104,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU28,2014,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU28,2015,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU28,2016,13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V50-V59,EU28,2017,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2014,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2015,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2016,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2017,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2018,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2019,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU27_2020,2020,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU28,2013,103,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU28,2014,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU28,2015,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU28,2016,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y75-84,T,V60-V69,EU28,2017,3,
