STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,matagent,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0400,EU_V,2005,43.2,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0500,EU_V,2005,39.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0600,EU_V,2005,176.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0700,EU_V,2005,75.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0800,EU_V,2005,36.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_0900,EU_V,2005,129.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1000,EU_V,2005,100.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1100,EU_V,2005,150.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1200,EU_V,2005,112.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1300,EU_V,2005,56.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1400,EU_V,2005,989.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1500,EU_V,2005,49.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1600,EU_V,2005,8.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1700,EU_V,2005,10.2,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1800,EU_V,2005,37.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_1900,EU_V,2005,8.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_2000,EU_V,2005,27.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,MAT_9900,EU_V,2005,120.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,2857.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0100,EU_V,2005,338.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0200,EU_V,2005,111.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0300,EU_V,2005,4.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0400,EU_V,2005,32.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0500,EU_V,2005,27.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0600,EU_V,2005,215.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0700,EU_V,2005,72.6,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0800,EU_V,2005,42.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_0900,EU_V,2005,25.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1000,EU_V,2005,241.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1100,EU_V,2005,249.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1200,EU_V,2005,83.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1300,EU_V,2005,5.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1400,EU_V,2005,829.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1500,EU_V,2005,52.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1600,EU_V,2005,6.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1700,EU_V,2005,34.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1800,EU_V,2005,31.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_1900,EU_V,2005,6.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_2000,EU_V,2005,10.6,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,MAT_9900,EU_V,2005,55.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,2478.8,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0100,EU_V,2005,256.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0200,EU_V,2005,82.6,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0300,EU_V,2005,22.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0400,EU_V,2005,42.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0500,EU_V,2005,41.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0600,EU_V,2005,65.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0700,EU_V,2005,25.2,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0800,EU_V,2005,15.9,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_0900,EU_V,2005,15.7,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1000,EU_V,2005,22.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1100,EU_V,2005,49.5,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1200,EU_V,2005,102.0,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1300,EU_V,2005,4.1,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1400,EU_V,2005,187.9,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1500,EU_V,2005,17.3,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1600,EU_V,2005,5.4,
dataflow,ESTAT:HSW_AW_MAC2(1.0),A,RT,D_GE4,TOTAL,T,E,MAT_1700,EU_V,2005,17.1,
