STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2012,89933,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2013,89199,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2014,91066,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2015,93867,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2016,96465,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2017,99866,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2018,105733,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2019,117133,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2020,122733,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ES,2021,122501,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2014,766371,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2015,782588,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2016,808639,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2017,828020,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2018,849484,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2019,905347,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2020,925747,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU27_2020,2021,947513,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2014,848749,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2015,864854,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2016,892524,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2017,915772,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2018,941281,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,EU28,2019,1000518,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,1999,6991,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2000,7395,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2001,7504,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2002,7713,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2003,7915,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2004,8228,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2005,8533,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2006,8721,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2007,8962,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2008,9322,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2009,9684,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2010,9937,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2011,10355,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2012,10477,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2013,10803,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2014,11131,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2015,11315,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2016,11464,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2017,11666,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FI,2018,11750,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1990,53347,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1991,55838,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1992,58287,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1993,60280,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1994,63628,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1995,65471,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1996,67419,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1997,69008,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1998,69911,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,1999,70429,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2000,72260,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2001,74128,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2002,75886,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2003,77757,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2004,79490,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2005,80858,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2006,82012,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2007,83059,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2008,84428,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2009,84891,bd
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2010,86588,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2011,78413,bd
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2012,80817,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2013,83255,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2014,85848,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2015,88298,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2016,90717,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2017,93354,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2018,95497,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2019,98221,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2020,100395,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,FR,2021,102428,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2000,5795,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2001,5910,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2002,5973,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2003,6157,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2004,6378,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2005,6399,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2006,6545,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2007,6923,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2008,6978,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2009,7038,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2010,7408,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2011,7590,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2012,7809,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2013,7946,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2014,8252,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2015,8378,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2016,8474,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2017,8778,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2018,8926,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2019,9102,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2020,9064,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HR,2021,9310,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,1995,17223,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,1996,17420,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,1997,17724,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,1998,18118,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,1999,18284,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2000,15377,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2001,16743,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2002,19172,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2003,19660,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2004,17218,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2005,14425,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2006,15654,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2007,14830,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2008,16230,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2009,15886,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2010,15556,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2011,16021,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2012,16672,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2013,17328,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2014,17885,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2015,17035,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2016,17635,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2017,18261,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2018,18557,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2019,19143,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2020,17565,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,HU,2021,18424,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,1996,2533,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,1997,2634,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,1998,2804,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,1999,3021,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2000,3082,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2001,3354,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2002,3497,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2003,3781,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2004,4077,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2006,5523,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2007,6146,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2008,6561,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2009,6880,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2010,7314,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2011,7423,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2012,7279,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2013,7494,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2014,5972,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2015,6334,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2016,6587,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2017,6877,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2018,7117,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2019,7372,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2020,7857,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IE,2021,9459,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2003,255,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2004,267,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2005,276,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2006,295,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2007,326,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2008,359,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2009,373,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2010,369,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2011,372,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2012,396,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2013,414,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2014,434,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2015,467,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2016,474,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2017,513,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2018,544,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2019,570,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2020,690,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IS,2021,759,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2005,119347,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2006,123129,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2007,131088,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2008,131793,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2009,134674,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2010,138321,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2011,144871,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2012,90796,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2013,93421,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2014,95038,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2015,94959,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2016,99339,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2017,102218,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2018,103260,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2019,105852,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2020,105800,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2021,109756,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,IT,2022,114331,p
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2005,18,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2006,20,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2007,20,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2008,21,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2009,22,d
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2010,25,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2011,28,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2012,28,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2013,32,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2014,31,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2015,36,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2016,38,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2017,44,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2018,38,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2019,44,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2020,45,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2021,40,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LI,2022,46,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2001,9355,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2002,9383,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2003,9518,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2004,9668,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2005,9804,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2006,10115,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2007,9577,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2008,9360,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2009,9239,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2010,9251,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2011,9253,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2012,9423,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2013,9450,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2014,9415,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2015,9405,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2016,9540,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2017,9524,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2018,9122,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2019,9032,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2020,8863,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LT,2021,8896,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2005,311,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2006,340,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2007,367,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2008,373,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2009,381,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2010,418,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2011,437,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2012,463,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2013,496,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2014,540,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2015,564,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2016,581,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LU,2017,635,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2005,4826,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2006,4901,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2007,5045,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2008,5155,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2009,4956,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2010,4819,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2011,4795,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2012,4761,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2013,4773,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2014,4761,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2015,4706,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2016,4672,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2017,4623,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2018,4715,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2019,4611,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2020,4692,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,LV,2021,4693,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,1999,642,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2000,652,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2001,664,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2002,672,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2003,669,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2004,698,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2005,697,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2006,719,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2007,732,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2008,784,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2009,795,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2010,786,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2011,779,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2012,788,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,TOTAL,F,ME,2013,834,
